	mz	charged_formula	selectivity	neutral_formula_mass	ion_relation
C7H8ClN2O3_203.021794	203.021794	C7H8ClN2O3		C7H4ClNO3_184.987971	M+NH4[1+]
C19H17KO10_445.053093	445.053093	C19H17KO10		C18H16O8_360.084517	M+HCOOK[1+]
C4H11N2S2_151.035814	151.035814	C4H11N2S2		C4H7NS2_133.001991	M+NH4[1+]
C9H10KN2O2_217.037004	217.037004	C9H10KN2O2		C9H10N2O2_178.074228	M+K[1+]
C4H6NaO4_141.015885	141.015885	C4H6NaO4		C4H6O4_118.026609	M+Na[1+]
C12H14(Cl37)N4_251.08735	251.08735	C12H14(Cl37)N4		C12H13ClN4_248.082874	M(Cl37)+H[1+]
C15(C13)H26NO5_156.5917	156.5917	C15(C13)H26NO5		C16H24NO5_310.165448	M(C13)+2H[2+]
C12(C13)H18NO_205.14169	205.14169	C12(C13)H18NO		C13H17NO_203.131014	M(C13)+H[1+]
C11H11O2_175.075391	175.075391	C11H11O2		C11H8O_156.057515	M+H2O+H[1+]
C12H21N2_193.169839	193.169839	C12H21N2		C13H20N2O_220.157563	M-CO+H[1+]
C7(C13)H8N_119.068525	119.068525	C7(C13)H8N		C8H7N_117.057849	M(C13)+H[1+]
C3H6O6S_169.98796	169.98796	C3H6O6S		C3H6O6S_169.988509	M[1+]
C16H11O10_363.034722	363.034722	C16H11O10		C16H13NO10_379.053946	M-NH3+H[1+]
C7H6KO6S_256.951285	256.951285	C7H6KO6S		C7H6O6S_217.988509	M+K[1+]
C29H57NO9P_594.376545	594.376545	C29H57NO9P		C29H57NO9P_594.377094	M[1+]
C29H48N7O8S_654.327994	654.327994	C29H48N7O8S		C29H45N7O7S_635.310118	M+H2O+H[1+]
C24H21BrN2NaO5S2_582.996806	582.996806	C24H21BrN2NaO5S2		C24H21BrN2O5S2_560.00753	M+Na[1+]
C5H3N2O2S_154.990903	154.990903	C5H3N2O2S		C5H6N2O4S_190.004827	M-H4O2+H[1+]
C4H10N3O_116.081836	116.081836	C4H10N3O		C4H6N2O_98.048013	M+NH4[1+]
C5H9N2_97.075989	97.075989	C5H9N2		C5H10N2O_114.079313	M-H2O+H[1+]
C6H4ClNaO2_166.987005	166.987005	C6H4ClNaO2		C6H4O2_108.021129	M+NaCl[1+]
C51(C13)H76N16O15S2_614.757025	614.757025	C51(C13)H76N16O15S2		C52H74N16O15S2_1226.496097	M(C13)+2H[2+]
C7H12N2O3P_203.058084	203.058084	C7H12N2O3P		C8H13N2O5P_248.056208	M-HCOOH+H[1+]
C16H26NO_248.20089	248.20089	C16H26NO		C16H25NO_247.193614	M+H[1+]
C54(C13)H87O6_844.653116	844.653116	C54(C13)H87O6		C55H86O6_842.64244	M(C13)+H[1+]
C50H94KNO7P_890.639567	890.639567	C50H94KNO7P		C50H94NO7P_851.676791	M+K[1+]
HF5P_126.973054	126.973054	HF5P		F5P_125.965778	M+H[1+]
C27H47O4_435.346886	435.346886	C27H47O4		C27H46O4_434.33961	M+H[1+]
C22H26NO2_336.195854	336.195854	C22H26NO2		C22H28N2O2_352.215078	M-NH3+H[1+]
C17H15Cl2F2N2NaO4_221.013211	221.013211	C17H15Cl2F2N2NaO4		C17H14Cl2F2N2O4_418.029869	M+H+Na[2+]
C8(C13)H9Cl2N3O_246.015118	246.015118	C8(C13)H9Cl2N3O		C9H9Cl2N3O_245.012267	M(C13)[1+]
C6H15N2_115.123024	115.123024	C6H15N2		C6H17N3_131.142248	M-NH3+H[1+]
C33H54NO2_496.414904	496.414904	C33H54NO2		C33H50O2_478.381081	M+NH4[1+]
C9H11N4OS_223.064722	223.064722	C9H11N4OS		C10H10N4O2S_250.052446	M-CO+H[1+]
C3H7O7P_185.99239	185.99239	C3H7O7P		C3H7O7P_185.992939	M[1+]
C4H4ClKO3_174.955818	174.955818	C4H4ClKO3		C3H3ClO_89.987242	M+HCOOK[1+]
C8H5O5S_212.98515	212.98515	C8H5O5S		C8H8O7S_247.999074	M-H4O2+H[1+]
C4(C13)H4Cl3NO2_107.966532	107.966532	C4(C13)H4Cl3NO2		C5H2Cl3NO2_212.915111	M(C13)+2H[2+]
C4H6O2S2_149.980372	149.980372	C4H6O2S2		C4H6O2S2_149.980921	M[1+]
C37H79O3_571.602408	571.602408	C37H79O3		C37H76O2_552.584532	M+H2O+H[1+]
C13H15As2N2O4S_444.917896	444.917896	C13H15As2N2O4S		C13H14As2N2O4S_443.91062	M+H[1+]
C10H15N2O_179.117924	179.117924	C10H15N2O		C10H14N2O_178.110613	M+H[1+]
C23H43KNO5_452.276899	452.276899	C23H43KNO5		C23H43NO5_413.314123	M+K[1+]
C7H11NaO5_199.05767	199.05767	C7H11NaO5		C6H10O3_130.062994	M+HCOONa[1+]
C18H19F3N2O3_184.06684	184.06684	C18H19F3N2O3		C18H17F3N2O3_366.119127	M+2H[2+]
C26H46NNaO6_492.329535	492.329535	C26H46NNaO6		C25H45NO4_423.334859	M+HCOONa[1+]
C7H15O5_179.091435	179.091435	C7H15O5		C7H12O4_160.073559	M+H2O+H[1+]
C4H4KN2_119.000224	119.000224	C4H4KN2		C4H4N2_80.037448	M+K[1+]
H(Cl37)Tl_242.947757	242.947757	H(Cl37)Tl		ClTl_239.943281	M(Cl37)+H[1+]
C3H8NO3_106.049869	106.049869	C3H8NO3		C3H7NO3_105.042593	M+H[1+]
C14H25N2O7_333.165627	333.165627	C14H25N2O7		C14H24N2O7_332.158351	M+H[1+]
C17H20ClNaO9_427.076608	427.076608	C17H20ClNaO9		C17H20O9_368.110732	M+NaCl[1+]
C37H70O12S_738.458249	738.458249	C37H70O12S		C37H70O12S_738.458798	M[1+]
C5H2ClNS_142.959099	142.959099	C5H2ClNS		C5H2ClNS_142.959648	M[1+]
C5(C13)H5O5_158.016549	158.016549	C5(C13)H5O5		C6H4O5_156.005873	M(C13)+H[1+]
C13(C13)H18ClN3O4S2_196.022514	196.022514	C13(C13)H18ClN3O4S2		C14H16ClN3O4S2_389.027075	M(C13)+2H[2+]
C14H8O8_152.01041	152.01041	C14H8O8		C14H6O8_302.006267	M+2H[2+]
C15H10KO2_261.030856	261.030856	C15H10KO2		C15H10O2_222.06808	M+K[1+]
C8H13O5_189.075785	189.075785	C8H13O5		C8H10O4_170.057909	M+H2O+H[1+]
C18(C13)H29NO3_160.108523	160.108523	C18(C13)H29NO3		C19H27NO3_317.199094	M(C13)+2H[2+]
C14(C13)H16O2_114.558666	114.558666	C14(C13)H16O2		C15H14O2_226.09938	M(C13)+2H[2+]
C19H28BN4O4_129.072905	129.072905	C19H28BN4O4		C19H25BN4O4_384.196886	M+3H[3+]
C38H77NO6P_674.548266	674.548266	C38H77NO6P		C38H78NO7P_691.55159	M-H2O+H[1+]
C15H11KO9S_405.975154	405.975154	C15H11KO9S		C15H11O9S_367.012378	M+K[1+]
C39H77NNaO10P_774.525531	774.525531	C39H77NNaO10P		C38H76NO8P_705.530855	M+HCOONa[1+]
C24H35O2_355.263121	355.263121	C24H35O2		C24H36O3_372.266445	M-H2O+H[1+]
C18H14Cl2NO2_346.039539	346.039539	C18H14Cl2NO2		C18H17Cl2NO4_381.053463	M-H4O2+H[1+]
C47(C13)H85NO7P_819.609217	819.609217	C47(C13)H85NO7P		C48H84NO7P_817.598541	M(C13)+H[1+]
C4H2ClNNaO2_153.966682	153.966682	C4H2ClNNaO2		C4H2ClNO2_130.977406	M+Na[1+]
C2H3ClF3OS_166.953974	166.953974	C2H3ClF3OS		C2H2ClF3OS_165.946698	M+H[1+]
C7H14N_112.112155	112.112155	C7H14N		C8H15NO2_157.110279	M-HCOOH+H[1+]
C12H14N2O2S_125.03825	125.03825	C12H14N2O2S		C12H12N2O2S_248.061948	M+2H[2+]
C52H96N3O15P2_354.876674	354.876674	C52H96N3O15P2		C52H93N3O15P2_1061.608193	M+3H[3+]
C15H6Br2N9O4_533.890396	533.890396	C15H6Br2N9O4		C15H5Br2N9O4_532.88312	M+H[1+]
C43H71_587.554958	587.554958	C43H71		C43H74O2_622.568882	M-H4O2+H[1+]
C9H13N4O2_209.103266	209.103266	C9H13N4O2		C9H14N4O3_226.10659	M-H2O+H[1+]
C42H80N_598.628528	598.628528	C42H80N		C42H79N_597.621252	M+H[1+]
C20(C13)H23O6_124.050339	124.050339	C20(C13)H23O6		C21H20O6_368.125988	M(C13)+3H[3+]
C11H6Cl3_242.953039	242.953039	C11H6Cl3		C12H7Cl3O2_287.951163	M-HCOOH+H[1+]
C10H12NaS8_410.859746	410.859746	C10H12NaS8		C10H12S8_387.87047	M+Na[1+]
C7H7Cl5NO_295.896476	295.896476	C7H7Cl5NO		C7H3Cl5O_277.862653	M+NH4[1+]
C7H15O4_163.09652	163.09652	C7H15O4		C7H12O3_144.078644	M+H2O+H[1+]
C84(C13)H165O17P2_507.051252	507.051252	C84(C13)H165O17P2		C85H162O17P2_1517.128728	M(C13)+3H[3+]
C4H13N2Na_56.0483	56.0483	C4H13N2Na		C4H12N2_88.100048	M+H+Na[2+]
C6H4N7S_206.024369	206.024369	C6H4N7S		C9H7N7O2S_277.038193	M-C3H4O2+H[1+]
C17H31NaO4_323.219256	323.219256	C17H31NaO4		C16H30O2_254.22458	M+HCOONa[1+]
C9H14N3O3_212.102967	212.102967	C9H14N3O3		C9H13N3O3_211.095691	M+H[1+]
C18(C13)H19ClN2_311.126527	311.126527	C18(C13)H19ClN2		C19H19ClN2_310.123676	M(C13)[1+]
C16H21N2O5_321.144462	321.144462	C16H21N2O5		C16H22N2O6_338.147786	M-H2O+H[1+]
C34H28N6NaO11S3_815.087095	815.087095	C34H28N6NaO11S3		C34H28N6O11S3_792.097819	M+Na[1+]
C9H16N5O_210.134936	210.134936	C9H16N5O		C9H15N5O_209.12766	M+H[1+]
C47H83NO8P_820.585082	820.585082	C47H83NO8P		C47H82NO8P_819.577806	M+H[1+]
C10(C13)H23NO5_125.079963	125.079963	C10(C13)H23NO5		C11H21NO5_247.141973	M(C13)+2H[2+]
C14H27O2_227.200556	227.200556	C14H27O2		C14H26O2_226.19328	M+H[1+]
C87H156N3NaO39_945.010162	945.010162	C87H156N3NaO39		C87H155N3O39_1866.023772	M+H+Na[2+]
C10H4Cl2N2S_253.946676	253.946676	C10H4Cl2N2S		C10H4Cl2N2S_253.947225	M[1+]
C9H14NaO2_177.088656	177.088656	C9H14NaO2		C9H14O2_154.09938	M+Na[1+]
C12H10NO2Se_279.987126	279.987126	C12H10NO2Se		C12H9NO2Se_278.97985	M+H[1+]
C2H9O8P2_222.976746	222.976746	C2H9O8P2		C3H8O10P2_265.95927	M-CO2+H[1+]
C19H15F17NO5_660.067327	660.067327	C19H15F17NO5		C19H14F17NO5_659.060051	M+H[1+]
C18H23N2O5_347.160177	347.160177	C18H23N2O5		C21H26N2O7_418.174001	M-C3H4O2+H[1+]
C19(C13)H19O13S_500.057488	500.057488	C19(C13)H19O13S		C20H18O13S_498.046812	M(C13)+H[1+]
C36H73AlO5_612.526825	612.526825	C36H73AlO5		C36H70AlO4_593.508949	M+H2O+H[1+]
C14H25NO_223.193065	223.193065	C14H25NO		C14H25NO_223.193614	M[1+]
C19H20I3N2O5_736.850076	736.850076	C19H20I3N2O5		C19H17I3N2O4_717.8322	M+H2O+H[1+]
C6H12N3NaO3_98.538297	98.538297	C6H12N3NaO3		C6H11N3O3_173.080041	M+H+Na[2+]
C7H9N2NaO5_225.048168	225.048168	C7H9N2NaO5		C6H8N2O3_156.053492	M+HCOONa[1+]
C23H30N8_209.129123	209.129123	C23H30N8		C23H28N8_416.243693	M+2H[2+]
C8H15N6O3_243.120012	243.120012	C8H15N6O3		C8H11N5O3_225.086189	M+NH4[1+]
C10(C13)H19BrN_122.536195	122.536195	C10(C13)H19BrN		C11H17BrN_242.054437	M(C13)+2H[2+]
C2H8O7P2_205.973978	205.973978	C2H8O7P2		C2H8O7P2_205.974527	M[1+]
C10H14(Cl37)N2O3S_279.038017	279.038017	C10H14(Cl37)N2O3S		C10H13ClN2O3S_276.033541	M(Cl37)+H[1+]
C13(C13)H12_90.548101	90.548101	C13(C13)H12		C14H10_178.07825	M(C13)+2H[2+]
C10H17N2O_181.133574	181.133574	C10H17N2O		C10H14N2_162.115698	M+H2O+H[1+]
C5(C13)H5NO3_140.029794	140.029794	C5(C13)H5NO3		C6H5NO3_139.026943	M(C13)[1+]
C6H8NO2S_158.027104	158.027104	C6H8NO2S		C7H9NO4S_203.025228	M-HCOOH+H[1+]
C6H8N2_108.068199	108.068199	C6H8N2		C6H8N2_108.068748	M[1+]
C3H7ClNO_108.021065	108.021065	C3H7ClNO		C3H3ClO_89.987242	M+NH4[1+]
C18H11ClNO3_324.042162	324.042162	C18H11ClNO3		C18H12ClNO4_341.045486	M-H2O+H[1+]
C6H5KN2O6_240.985683	240.985683	C6H5KN2O6		C5H4N2O4_156.017107	M+HCOOK[1+]
C7H9ClNNaS_198.011446	198.011446	C7H9ClNNaS		C7H9NS_139.04557	M+NaCl[1+]
C43H83KNO9P_828.551466	828.551466	C43H83KNO9P		C42H82NO7P_743.58289	M+HCOOK[1+]
C16H12ClKN2O4_371.019481	371.019481	C16H12ClKN2O4		C15H11ClN2O2_286.050905	M+HCOOK[1+]
C16H15KN2O5_355.069018	355.069018	C16H15KN2O5		C15H14N2O3_270.100442	M+HCOOK[1+]
CH3N4OS2_150.974307	150.974307	CH3N4OS2		C4H6N4O3S2_221.988131	M-C3H4O2+H[1+]
C10H17N2O3_213.123368	213.123368	C10H17N2O3		C10H16N2O3_212.116092	M+H[1+]
C19(C13)H22NO4_341.157734	341.157734	C19(C13)H22NO4		C20H21NO4_339.147058	M(C13)+H[1+]
C6H10KNO5_216.026819	216.026819	C6H10KNO5		C5H9NO3_131.058243	M+HCOOK[1+]
C42H82NO8P_759.577256	759.577256	C42H82NO8P		C42H82NO8P_759.577805	M[1+]
C16H23KNO2_300.135655	300.135655	C16H23KNO2		C16H23NO2_261.172879	M+K[1+]
C20H38NO_308.294755	308.294755	C20H38NO		C20H39NO2_325.298079	M-H2O+H[1+]
C13(C13)H12Cl2NO4_329.017189	329.017189	C13(C13)H12Cl2NO4		C14H11Cl2NO4_327.006513	M(C13)+H[1+]
C62(C13)H120O17P2_605.901189	605.901189	C62(C13)H120O17P2		C63H118O17P2_1208.784426	M(C13)+2H[2+]
C5H7NaO7_203.016199	203.016199	C5H7NaO7		C4H6O5_134.021523	M+HCOONa[1+]
C19H15KNO6_392.052713	392.052713	C19H15KNO6		C19H15NO6_353.089937	M+K[1+]
C17H21N4O6_377.14556	377.14556	C17H21N4O6		C17H20N4O6_376.138284	M+H[1+]
C7H11KO4S2_262.980797	262.980797	C7H11KO4S2		C6H10O2S2_178.012221	M+HCOOK[1+]
C14H19N2O2_247.144139	247.144139	C14H19N2O2		C14H16N2O_228.126263	M+H2O+H[1+]
C5H3ClNaO2_152.971433	152.971433	C5H3ClNaO2		C5H3ClO2_129.982157	M+Na[1+]
C17(C13)H29N2O_290.23084	290.23084	C17(C13)H29N2O		C18H28N2O_288.220164	M(C13)+H[1+]
C37H70KNO10_728.470894	728.470894	C37H70KNO10		C36H69NO8_643.502318	M+HCOOK[1+]
C7H7KN2O3_207.016589	207.016589	C7H7KN2O3		C6H6N2O_122.048013	M+HCOOK[1+]
C4H3Cl4O3_238.883081	238.883081	C4H3Cl4O3		C4H2Cl4O3_237.875805	M+H[1+]
C16H38NO9_388.254106	388.254106	C16H38NO9		C16H34O9_370.220283	M+NH4[1+]
C18H26N4O2_165.102239	165.102239	C18H26N4O2		C18H24N4O2_328.189926	M+2H[2+]
C4H11KN3O5P_251.00586	251.00586	C4H11KN3O5P		C4H11N3O5P_212.043084	M+K[1+]
C45H50NaO25_506.626422	506.626422	C45H50NaO25		C45H49O25_989.256292	M+H+Na[2+]
C6H6ClN2NaO_181.013889	181.013889	C6H6ClN2NaO		C6H6N2O_122.048013	M+NaCl[1+]
C11H13N2O2_205.097154	205.097154	C11H13N2O2		C11H12N2O2_204.089878	M+H[1+]
C9H20N6_106.086924	106.086924	C9H20N6		C9H18N6_210.159295	M+2H[2+]
C17H26ClN2NaO2_349.165304	349.165304	C17H26ClN2NaO2		C17H26N2O2_290.199428	M+NaCl[1+]
C48H85NO7P_818.605817	818.605817	C48H85NO7P		C48H84NO7P_817.598541	M+H[1+]
C6H14N_100.112075	100.112075	C6H14N		C6H13N_99.104799	M+H[1+]
C4H12Cl2N2OP_205.00591	205.00591	C4H12Cl2N2OP		C7H15Cl2N2O3P_276.019734	M-C3H4O2+H[1+]
C11H16ClKN5O14P3_609.930434	609.930434	C11H16ClKN5O14P3		C10H15ClN5O12P3_524.961858	M+HCOOK[1+]
C49H102N2O6P_281.915302	281.915302	C49H102N2O6P		C49H99N2O6P_842.724076	M+3H[3+]
C19H35O3_311.258106	311.258106	C19H35O3		C19H32O2_292.24023	M+H2O+H[1+]
C8(C13)H19OS3_80.020452	80.020452	C8(C13)H19OS3		C9H16OS3_236.036327	M(C13)+3H[3+]
C9H14Cl2N3O5S2_377.974679	377.974679	C9H14Cl2N3O5S2		C9H11Cl2N3O4S2_358.956803	M+H2O+H[1+]
C14(C13)H13ClFNO3_310.05965	310.05965	C14(C13)H13ClFNO3		C15H13ClFNO3_309.056799	M(C13)[1+]
C30H59KO4_523.412257	523.412257	C30H59KO4		C29H58O2_438.443681	M+HCOOK[1+]
C19H19Cl5N3O4S_559.953342	559.953342	C19H19Cl5N3O4S		C19H18Cl5N3O4S_558.946066	M+H[1+]
C7H19ClN3Na_204.123774	204.123774	C7H19ClN3Na		C7H19N3_145.157898	M+NaCl[1+]
C16H16ClKNO3_344.044647	344.044647	C16H16ClKNO3		C16H16ClNO3_305.081871	M+K[1+]
C53(C13)H99NO10P_317.900738	317.900738	C53(C13)H99NO10P		C54H96NO10P_949.677185	M(C13)+3H[3+]
C12H18_162.140302	162.140302	C12H18		C12H18_162.140851	M[1+]
C5(C13)HCl5O_264.849854	264.849854	C5(C13)HCl5O		C6HCl5O_263.847003	M(C13)[1+]
C38H73N2O13_765.510714	765.510714	C38H73N2O13		C38H69NO13_747.476891	M+NH4[1+]
C3H7KO4P_176.970971	176.970971	C3H7KO4P		C3H7O4P_138.008195	M+K[1+]
C5H5OSe_160.950016	160.950016	C5H5OSe		C5H4OSe_159.94274	M+H[1+]
C10H12NO_162.091338	162.091338	C10H12NO		C10H8O_144.057515	M+NH4[1+]
C6H8NO5S_206.011798	206.011798	C6H8NO5S		C9H11NO7S_277.025622	M-C3H4O2+H[1+]
C2H11N2O3S_143.048487	143.048487	C2H11N2O3S		C2H7NO3S_125.014664	M+NH4[1+]
C19H19Br2N3NaO2S2_565.917816	565.917816	C19H19Br2N3NaO2S2		C19H19Br2N3O2S2_542.92854	M+Na[1+]
C10(C13)H8O5_110.519738	110.519738	C10(C13)H8O5		C11H6O5_218.021523	M(C13)+2H[2+]
C4H5KO5_172.98462	172.98462	C4H5KO5		C3H4O3_88.016044	M+HCOOK[1+]
C6H11ClN3NaO3_232.045917	232.045917	C6H11ClN3NaO3		C6H11N3O3_173.080041	M+NaCl[1+]
C7H8O3S_172.018866	172.018866	C7H8O3S		C7H8O3S_172.019415	M[1+]
C5H9ClNNaO2_174.029205	174.029205	C5H9ClNNaO2		C5H9NO2_115.063329	M+NaCl[1+]
C58H105NaO5_452.392464	452.392464	C58H105NaO5		C58H104O5_880.788376	M+H+Na[2+]
C16H34NO2_272.258403	272.258403	C16H34NO2		C16H30O2_254.22458	M+NH4[1+]
C7H8Cl2NO3_223.98761	223.98761	C7H8Cl2NO3		C7H5Cl2NO2_204.969734	M+H2O+H[1+]
C16H14ClFN2O_152.038386	152.038386	C16H14ClFN2O		C16H12ClFN2O_302.062219	M+2H[2+]
C10H11BrO_225.998781	225.998781	C10H11BrO		C10H11BrO_225.99933	M[1+]
C16H12BrNNaO2S_383.966486	383.966486	C16H12BrNNaO2S		C16H12BrNO2S_360.97721	M+Na[1+]
C30H33ClNNaO9_610.181408	610.181408	C30H33ClNNaO9		C30H33NO9_551.215532	M+NaCl[1+]
CH3KMoO6_248.868192	248.868192	CH3KMoO6		H2MoO4_163.899616	M+HCOOK[1+]
C11H22NNaO9_336.126478	336.126478	C11H22NNaO9		C10H21NO7_267.131802	M+HCOONa[1+]
C18H18I2NO8_629.911659	629.911659	C18H18I2NO8		C21H21I2NO10_700.925483	M-C3H4O2+H[1+]
C29H50O2_430.380532	430.380532	C29H50O2		C29H50O2_430.381081	M[1+]
C28H52NO2S_466.371362	466.371362	C28H52NO2S		C28H49NOS_447.353486	M+H2O+H[1+]
C9H20N5NaO3S_150.558707	150.558707	C9H20N5NaO3S		C9H19N5O3S_277.120861	M+H+Na[2+]
C5H11KNO2Se_235.958276	235.958276	C5H11KNO2Se		C5H11NO2Se_196.9955	M+K[1+]
C5H13NaO11P2_166.991018	166.991018	C5H13NaO11P2		C5H12O11P2_309.985484	M+H+Na[2+]
C6(C13)H19NO5_99.064313	99.064313	C6(C13)H19NO5		C7H17NO5_195.110673	M(C13)+2H[2+]
C79(C13)H159O17P2_485.035602	485.035602	C79(C13)H159O17P2		C80H156O17P2_1451.081778	M(C13)+3H[3+]
C74H142O17P2_682.485565	682.485565	C74H142O17P2		C74H140O17P2_1362.956577	M+2H[2+]
C5H13NO2Se_99.505026	99.505026	C5H13NO2Se		C5H11NO2Se_196.9955	M+2H[2+]
C7H9Cl3NO3S_291.936359	291.936359	C7H9Cl3NO3S		C7H6Cl3NO2S_272.918483	M+H2O+H[1+]
C8(C13)H12ClNO3_109.026437	109.026437	C8(C13)H12ClNO3		C9H10ClNO3_215.034921	M(C13)+2H[2+]
C12H23O2_199.169221	199.169221	C12H23O2		C12H24O3_216.172545	M-H2O+H[1+]
C10H13N4O13P2S_490.967007	490.967007	C10H13N4O13P2S		C10H15N5O13P2S_506.986231	M-NH3+H[1+]
C43H82N2O7P_769.585413	769.585413	C43H82N2O7P		C43H78NO7P_751.55159	M+NH4[1+]
C15H26NO2_252.19584	252.19584	C15H26NO2		C15H23NO_233.177964	M+H2O+H[1+]
C9(C13)H17N5_104.075349	104.075349	C9(C13)H17N5		C10H15N5_205.132746	M(C13)+2H[2+]
C39H76O9P_719.522182	719.522182	C39H76O9P		C39H73O8P_700.504306	M+H2O+H[1+]
C3H9KNO4PS_225.969912	225.969912	C3H9KNO4PS		C2H8NO2PS_141.001336	M+HCOOK[1+]
C8H15N2NaO2_97.05104	97.05104	C8H15N2NaO2		C8H14N2O2_170.105528	M+H+Na[2+]
C9H20N_142.159026	142.159026	C9H20N		C9H19N_141.15175	M+H[1+]
C4H7Cl2NNaO_177.979745	177.979745	C4H7Cl2NNaO		C4H7Cl2NO_154.990469	M+Na[1+]
C11(C13)H23O6_88.050339	88.050339	C11(C13)H23O6		C12H20O6_260.125988	M(C13)+3H[3+]
C12H5Cl8O2_460.779262	460.779262	C12H5Cl8O2		C12H2Cl8O_441.761386	M+H2O+H[1+]
C11H17ClN5O_270.111649	270.111649	C11H17ClN5O		C11H14ClN5_251.093773	M+H2O+H[1+]
C15H13N2NaO4_154.03813	154.03813	C15H13N2NaO4		C15H12N2O4_284.079707	M+H+Na[2+]
C9H7Cl3N3O_277.964921	277.964921	C9H7Cl3N3O		C9H6Cl3N3O_276.957645	M+H[1+]
C10H19N4S8_450.936992	450.936992	C10H19N4S8		C10H18N4S8_449.929716	M+H[1+]
C27H37KO11_577.204509	577.204509	C27H37KO11		C26H36O9_492.235933	M+HCOOK[1+]
C3H10BrOS_172.963056	172.963056	C3H10BrOS		C3H7BrS_153.94518	M+H2O+H[1+]
C21H38O5_185.135413	185.135413	C21H38O5		C21H36O5_368.256274	M+2H[2+]
C18(C13)H37O12_152.743352	152.743352	C18(C13)H37O12		C19H34O12_454.205027	M(C13)+3H[3+]
C25H32N6O2_224.128788	224.128788	C25H32N6O2		C25H30N6O2_446.243024	M+2H[2+]
C9(C13)H16N2O5_122.554112	122.554112	C9(C13)H16N2O5		C10H14N2O5_242.090272	M(C13)+2H[2+]
C12H20NaO4_251.125435	251.125435	C12H20NaO4		C12H20O4_228.136159	M+Na[1+]
C19(C13)H30NO3_111.074708	111.074708	C19(C13)H30NO3		C20H27NO3_329.199094	M(C13)+3H[3+]
C17H13ClFKN2O3_387.030795	387.030795	C17H13ClFKN2O3		C16H12ClFN2O_302.062219	M+HCOOK[1+]
C50H99NO17P_1016.664514	1016.664514	C50H99NO17P		C50H98NO17P_1015.657238	M+H[1+]
C6H13_85.101091	85.101091	C6H13		C7H12O_112.088815	M-CO+H[1+]
C61(C13)H123O17P2_400.941702	400.941702	C61(C13)H123O17P2		C62H120O17P2_1198.800076	M(C13)+3H[3+]
C18H11O13_435.019446	435.019446	C18H11O13		C21H14O15_506.03327	M-C3H4O2+H[1+]
C4H6KN2O_137.010789	137.010789	C4H6KN2O		C4H6N2O_98.048013	M+K[1+]
C17(C13)H31NO3_155.116348	155.116348	C17(C13)H31NO3		C18H29NO3_307.214744	M(C13)+2H[2+]
C10H21O3_189.148521	189.148521	C10H21O3		C10H20O3_188.141245	M+H[1+]
C30H21NaO9_274.053642	274.053642	C30H21NaO9		C30H20O9_524.110732	M+H+Na[2+]
C11H23N3O5_138.581337	138.581337	C11H23N3O5		C11H21N3O5_275.148121	M+2H[2+]
C14H8N2S4_331.956484	331.956484	C14H8N2S4		C14H8N2S4_331.957033	M[1+]
C3H7NaO4S_163.003526	163.003526	C3H7NaO4S		C2H6O2S_94.00885	M+HCOONa[1+]
CH3BrNa_116.931089	116.931089	CH3BrNa		CH3Br_93.941813	M+Na[1+]
C6H8NO3_142.049904	142.049904	C6H8NO3		C6H5NO2_123.032028	M+H2O+H[1+]
C6H7O4_143.033885	143.033885	C6H7O4		C6H6O4_142.026609	M+H[1+]
C9(C13)H14F3N2O5_100.029012	100.029012	C9(C13)H14F3N2O5		C10H11F3N2O5_296.062006	M(C13)+3H[3+]
C49H96O3_732.735398	732.735398	C49H96O3		C49H96O3_732.735947	M[1+]
C17(C13)H21N2_266.173325	266.173325	C17(C13)H21N2		C18H20N2_264.162649	M(C13)+H[1+]
C10H19N2O3_215.139016	215.139016	C10H19N2O3		C10H15NO3_197.105193	M+NH4[1+]
C3H6N3_84.055538	84.055538	C3H6N3		C4H5N3O_111.043262	M-CO+H[1+]
C4H2BrClNaO2S2_282.826086	282.826086	C4H2BrClNaO2S2		C4H2BrClO2S2_259.83681	M+Na[1+]
C13H21_177.163777	177.163777	C13H21		C13H20_176.156501	M+H[1+]
C5H6ClNa_125.012826	125.012826	C5H6ClNa		C5H6_66.04695	M+NaCl[1+]
C18H32NaO16_527.158311	527.158311	C18H32NaO16		C18H32O16_504.169035	M+Na[1+]
C23H30O12_249.086314	249.086314	C23H30O12		C23H28O12_496.158076	M+2H[2+]
C27(C13)H55NO7P_183.12439	183.12439	C27(C13)H55NO7P		C28H52NO7P_545.34814	M(C13)+3H[3+]
C39H80NO5_642.603099	642.603099	C39H80NO5		C39H76O5_624.569276	M+NH4[1+]
C9H8N_130.065055	130.065055	C9H8N		C9H11NO2_165.078979	M-H4O2+H[1+]
C9H9O_133.064791	133.064791	C9H9O		C9H8O_132.057515	M+H[1+]
C5H13O4S2_201.025056	201.025056	C5H13O4S2		C6H14O6S2_246.02318	M-HCOOH+H[1+]
C7H14Cl2N2NaO3P_149.000318	149.000318	C7H14Cl2N2NaO3P		C7H13Cl2N2O3P_274.004084	M+H+Na[2+]
C11H21NaO5_257.135921	257.135921	C11H21NaO5		C10H20O3_188.141245	M+HCOONa[1+]
C2H3Cl2O_112.955546	112.955546	C2H3Cl2O		C2H2Cl2O_111.94827	M+H[1+]
C80H154O17P2_724.532515	724.532515	C80H154O17P2		C80H152O17P2_1447.050477	M+2H[2+]
